itemset support
"CATL_1 SURF_7 ==> SANI_2" " 307795 #CONF: 0.9871520617316815"
"SURF_7 ==> CATL_1 SANI_2" " 307795 #CONF: 0.9871520617316815"
"SANI_2 TACT_11 ==> CATL_1" " 566030 #CONF: 1.0"
"CATL_1 TACT_11 ==> SANI_2" " 566030 #CONF: 0.9746568218917672"
"TACT_11 ==> CATL_1 SANI_2" " 566030 #CONF: 0.9655095948827292"
"SEXE_1 STOCD_10 ==> CATL_1" " 390023 #CONF: 1.0"
"SEXE_1 TACT_11 ==> CATL_1" " 302179 #CONF: 0.9860404559204065"
"SEXE_2 STOCD_10 ==> CATL_1" " 408019 #CONF: 1.0"
"STOCD_10 TACT_11 ==> CATL_1" " 337372 #CONF: 1.0"
"CMBL_2 COUPLE_1 ==> SANI_2" " 298785 #CONF: 0.9739802521131673"
"CMBL_2 COUPLE_2 ==> INAT_11" " 323038 #CONF: 0.8952463300603873"
"CMBL_2 COUPLE_2 ==> SANI_2" " 349061 #CONF: 0.9673647658083844"
"CMBL_2 GARL_1 ==> INAT_11" " 380600 #CONF: 0.8892274048391167"
"CMBL_2 GARL_1 ==> SANI_2" " 418612 #CONF: 0.9780379989346093"
"CMBL_2 NA38_ZZ ==> INAT_11" " 344684 #CONF: 0.8546272764464501"
"CMBL_2 SANI_2 ==> INAT_11" " 561312 #CONF: 0.8664281326117627"
"CMBL_2 INAT_11 ==> SANI_2" " 561312 #CONF: 0.9752449788032524"
"CMBL_2 SEXE_2 ==> INAT_11" " 302383 #CONF: 0.8635443291019947"
"CMBL_2 NA38_ZZ ==> SANI_2" " 390131 #CONF: 0.9673109108265252"
"CMBL_2 SEXE_1 ==> SANI_2" " 307621 #CONF: 0.9690712231326334"
"CMBL_2 SEXE_2 ==> SANI_2" " 340225 #CONF: 0.9716133822626476"
"CMBL_2 STOCD_10 ==> SANI_2" " 309940 #CONF: 0.9805776404000266"
"COUPLE_1 GARL_1 ==> INAT_11" " 464247 #CONF: 0.8821996891140511"
"COUPLE_1 GARL_1 ==> SANI_2" " 515881 #CONF: 0.9803187911173271"
"COUPLE_1 STOCD_10 ==> GARL_1" " 387739 #CONF: 0.8505435736347045"
"COUPLE_1 NPERR_2 ==> INAT_11" " 300777 #CONF: 0.8938873401846161"
"COUPLE_1 SANI_2 ==> INAT_11" " 576730 #CONF: 0.856584829716764"
"COUPLE_1 INAT_11 ==> SANI_2" " 576730 #CONF: 0.9750114537176824"
"COUPLE_1 SEXE_1 ==> INAT_11" " 296523 #CONF: 0.8506232160530128"
"COUPLE_1 SEXE_2 ==> INAT_11" " 294988 #CONF: 0.8523349147919351"
"COUPLE_1 STOCD_10 ==> INAT_11" " 408502 #CONF: 0.8960892531236838"
"COUPLE_1 TACT_11 ==> INAT_11" " 343668 #CONF: 0.8786856073389991"
"MODV_32 SANI_2 ==> COUPLE_1" " 319923 #CONF: 0.9945256835901071"
"COUPLE_1 MODV_32 ==> SANI_2" " 319923 #CONF: 0.9729870287860586"
"MODV_32 ==> COUPLE_1 SANI_2" " 319923 #CONF: 0.96737644839014"
"COUPLE_1 NPERR_2 ==> SANI_2" " 328762 #CONF: 0.9770567222020792"
"COUPLE_1 SEXE_1 ==> SANI_2" " 337394 #CONF: 0.967868156456633"
"COUPLE_1 SEXE_2 ==> SANI_2" " 335896 #CONF: 0.9705340167700105"
"COUPLE_1 STOCD_10 ==> SANI_2" " 447398 #CONF: 0.9814114488277411"
"COUPLE_1 TACT_11 ==> SANI_2" " 381294 #CONF: 0.9748872457276102"
"CS1_8 INAT_11 ==> COUPLE_2" " 371258 #CONF: 0.8885596668421808"
"COUPLE_2 CS1_8 ==> INAT_11" " 371258 #CONF: 0.8983881388702695"
"CS1_8 NA38_ZZ ==> COUPLE_2" " 413249 #CONF: 0.856524316437016"
"COUPLE_2 CS1_8 ==> NA38_ZZ" " 413249 #CONF: 1.0"
"CS1_8 ==> COUPLE_2 NA38_ZZ" " 413249 #CONF: 0.856524316437016"
"CS1_8 SANI_2 ==> COUPLE_2" " 387759 #CONF: 0.8568312893602916"
"COUPLE_2 CS1_8 ==> SANI_2" " 387759 #CONF: 0.9383180600558018"
"COUPLE_2 GARL_1 ==> INAT_11" " 428647 #CONF: 0.9335013132047859"
"COUPLE_2 GARL_1 ==> SANI_2" " 447442 #CONF: 0.9744327957106332"
"COUPLE_2 NA38_ZZ ==> INAT_11" " 524981 #CONF: 0.8978085837027308"
"COUPLE_2 SANI_2 ==> INAT_11" " 658096 #CONF: 0.9052750025104649"
"COUPLE_2 INAT_11 ==> SANI_2" " 658096 #CONF: 0.9375842349260443"
"COUPLE_2 SEXE_1 ==> INAT_11" " 330089 #CONF: 0.9012004575771888"
"COUPLE_2 SEXE_2 ==> INAT_11" " 371817 #CONF: 0.8989924877838842"
"COUPLE_2 STOCD_10 ==> INAT_11" " 324092 #CONF: 0.947166613087062"
"COUPLE_2 NA38_ZZ ==> SANI_2" " 542221 #CONF: 0.927291974497893"
"COUPLE_2 SEXE_1 ==> SANI_2" " 339525 #CONF: 0.9269623809302795"
"COUPLE_2 SEXE_2 ==> SANI_2" " 387432 #CONF: 0.9367469952344455"
"COUPLE_2 STOCD_10 ==> SANI_2" " 333514 #CONF: 0.9747026331940264"
"NA38_ZZ TACT_21 ==> CS1_7" " 312145 #CONF: 0.9933362822564991"
"CS1_7 TACT_21 ==> NA38_ZZ" " 312145 #CONF: 1.0"
"CS1_7 NA38_ZZ ==> TACT_21" " 312145 #CONF: 1.0"
"TACT_21 ==> CS1_7 NA38_ZZ" " 312145 #CONF: 0.9933362822564991"
"CS1_7 ==> NA38_ZZ TACT_21" " 312145 #CONF: 1.0"
"CS1_8 NA38_ZZ ==> INAT_11" " 417820 #CONF: 0.8659984413603277"
"CS1_8 INAT_11 ==> NA38_ZZ" " 417820 #CONF: 1.0"
"CS1_8 ==> INAT_11 NA38_ZZ" " 417820 #CONF: 0.8659984413603277"
"CS1_8 SANI_2 ==> INAT_11" " 394896 #CONF: 0.8726019224395094"
"CS1_8 INAT_11 ==> SANI_2" " 394896 #CONF: 0.9451342683452204"
"CS1_8 SANI_2 ==> NA38_ZZ" " 452550 #CONF: 1.0"
"CS1_8 NA38_ZZ ==> SANI_2" " 452550 #CONF: 0.9379818932497637"
"CS1_8 ==> NA38_ZZ SANI_2" " 452550 #CONF: 0.9379818932497637"
"DIPL_15_A INAT_11 ==> SANI_2" " 298119 #CONF: 0.9244114655685652"
"GARL_1 NA38_ZZ ==> INAT_11" " 511090 #CONF: 0.9062313266769864"
"GARL_1 SANI_2 ==> INAT_11" " 875719 #CONF: 0.9090606162211429"
"GARL_1 INAT_11 ==> SANI_2" " 875719 #CONF: 0.9807647940293025"
"GARL_1 ==> INAT_11 SANI_2" " 875719 #CONF: 0.8886758945424286"
"GARL_1 SEXE_1 ==> INAT_11" " 437733 #CONF: 0.9068258516000323"
"GARL_1 SEXE_2 ==> INAT_11" " 455161 #CONF: 0.9054128515190636"
"GARL_1 STOCD_10 ==> INAT_11" " 611052 #CONF: 0.9222229265333104"
"GARL_1 TACT_11 ==> INAT_11" " 381804 #CONF: 0.9059359777148728"
"GARL_1 NA38_ZZ ==> SANI_2" " 550194 #CONF: 0.9755679793181589"
"GARL_1 NPERR_2 ==> SANI_2" " 308978 #CONF: 0.9800549377351189"
"GARL_1 SEXE_1 ==> SANI_2" " 471479 #CONF: 0.9767354658811002"
"GARL_1 SEXE_2 ==> SANI_2" " 491844 #CONF: 0.9783832062556816"
"GARL_1 STOCD_10 ==> SANI_2" " 650787 #CONF: 0.9821925002943014"
"GARL_1 TACT_11 ==> SANI_2" " 413129 #CONF: 0.9802632359466315"
"GARL_2 INAT_11 ==> SANI_2" " 359107 #CONF: 0.9590175536048583"
"NA38_ZZ SANI_2 ==> INAT_11" " 729763 #CONF: 0.8747879748314887"
"INAT_11 NA38_ZZ ==> SANI_2" " 729763 #CONF: 0.9442809747109303"
"NA38_ZZ SEXE_1 ==> INAT_11" " 357084 #CONF: 0.8743165652583769"
"NA38_ZZ SEXE_2 ==> INAT_11" " 415740 #CONF: 0.8663163115187937"
"NA38_ZZ STOCD_10 ==> INAT_11" " 424232 #CONF: 0.9209021642390431"
"NBPI_4 SANI_2 ==> INAT_11" " 308471 #CONF: 0.865198635746581"
"INAT_11 NBPI_4 ==> SANI_2" " 308471 #CONF: 0.9703610963437383"
"NBPI_5 SANI_2 ==> INAT_11" " 307574 #CONF: 0.9029509852274595"
"INAT_11 NBPI_5 ==> SANI_2" " 307574 #CONF: 0.9797222399184558"
"NBPI_5 ==> INAT_11 SANI_2" " 307574 #CONF: 0.8811872394676904"
"NPERR_2 SANI_2 ==> INAT_11" " 375841 #CONF: 0.8969096029018709"
"INAT_11 NPERR_2 ==> SANI_2" " 375841 #CONF: 0.9773400423866547"
"NPERR_2 ==> INAT_11 SANI_2" " 375841 #CONF: 0.8738009215989881"
"SANI_2 SEXE_1 ==> INAT_11" " 597000 #CONF: 0.8819371298486229"
"INAT_11 SEXE_1 ==> SANI_2" " 597000 #CONF: 0.9527426860641035"
"SANI_2 SEXE_2 ==> INAT_11" " 637826 #CONF: 0.8817935984781454"
"INAT_11 SEXE_2 ==> SANI_2" " 637826 #CONF: 0.9565405178425477"
"SANI_2 STOCD_10 ==> INAT_11" " 718336 #CONF: 0.9198680517138935"
"INAT_11 STOCD_10 ==> SANI_2" " 718336 #CONF: 0.980537651141014"
"STOCD_10 ==> INAT_11 SANI_2" " 718336 #CONF: 0.9001230511677331"
"SANI_2 SURF_5 ==> INAT_11" " 311252 #CONF: 0.8818211437394643"
"INAT_11 SURF_5 ==> SANI_2" " 311252 #CONF: 0.9737305607087774"
"SURF_5 ==> INAT_11 SANI_2" " 311252 #CONF: 0.854186791955739"
"SANI_2 TACT_11 ==> INAT_11" " 505063 #CONF: 0.8922901612988711"
"INAT_11 TACT_11 ==> SANI_2" " 505063 #CONF: 0.9701686346147567"
"TACT_11 ==> INAT_11 SANI_2" " 505063 #CONF: 0.8615147121535182"
"SEXE_1 STOCD_10 ==> INAT_11" " 358768 #CONF: 0.9198637003458771"
"SEXE_2 STOCD_10 ==> INAT_11" " 373826 #CONF: 0.9161975300169845"
"STOCD_10 TACT_11 ==> INAT_11" " 308362 #CONF: 0.9140118326357848"
"NA38_ZZ SEXE_1 ==> SANI_2" " 383191 #CONF: 0.9382392909173267"
"NA38_ZZ SEXE_2 ==> SANI_2" " 451026 #CONF: 0.9398450491150129"
"NA38_ZZ STOCD_10 ==> SANI_2" " 449725 #CONF: 0.9762411270540734"
"SEXE_1 STOCD_10 ==> SANI_2" " 381457 #CONF: 0.9780371926783805"
"SEXE_2 STOCD_10 ==> SANI_2" " 399455 #CONF: 0.9790107813606719"
"STOCD_10 TACT_11 ==> SANI_2" " 331187 #CONF: 0.9816671211600251"
"ASCEN_2 CMBL_2 GARL_1 ==> CATL_1" " 360565 #CONF: 1.0"
"ASCEN_2 CMBL_2 INAT_11 ==> CATL_1" " 478108 #CONF: 1.0"
"ASCEN_2 CATL_1 CMBL_2 ==> INAT_11" " 478108 #CONF: 0.8711436005451617"
"ASCEN_2 CMBL_2 ==> CATL_1 INAT_11" " 478108 #CONF: 0.8711436005451617"
"ASCEN_2 CMBL_2 NA38_ZZ ==> CATL_1" " 328975 #CONF: 1.0"
"ASCEN_2 CMBL_2 SANI_2 ==> CATL_1" " 533149 #CONF: 1.0"
"ASCEN_2 CATL_1 CMBL_2 ==> SANI_2" " 533149 #CONF: 0.9714318511446209"
"ASCEN_2 CMBL_2 ==> CATL_1 SANI_2" " 533149 #CONF: 0.9714318511446209"
"CATL_1 COUPLE_1 GARL_1 ==> ASCEN_2" " 470003 #CONF: 0.8931377057529103"
"ASCEN_2 COUPLE_1 GARL_1 ==> CATL_1" " 470003 #CONF: 1.0"
"COUPLE_1 GARL_1 ==> ASCEN_2 CATL_1" " 470003 #CONF: 0.8931377057529103"
"CATL_1 COUPLE_1 INAT_11 ==> ASCEN_2" " 524554 #CONF: 0.8914467311319954"
"ASCEN_2 COUPLE_1 INAT_11 ==> CATL_1" " 524554 #CONF: 1.0"
"ASCEN_2 CATL_1 COUPLE_1 ==> INAT_11" " 524554 #CONF: 0.8694197945430256"
"COUPLE_1 INAT_11 ==> ASCEN_2 CATL_1" " 524554 #CONF: 0.8868034575857423"
"ASCEN_2 COUPLE_1 ==> CATL_1 INAT_11" " 524554 #CONF: 0.8694197945430256"
"CATL_1 COUPLE_1 SANI_2 ==> ASCEN_2" " 588946 #CONF: 0.8747285716407491"
"ASCEN_2 COUPLE_1 SANI_2 ==> CATL_1" " 588946 #CONF: 1.0"
"ASCEN_2 CATL_1 COUPLE_1 ==> SANI_2" " 588946 #CONF: 0.9761460408593524"
"COUPLE_1 SANI_2 ==> ASCEN_2 CATL_1" " 588946 #CONF: 0.8747285716407491"
"CATL_1 COUPLE_1 ==> ASCEN_2 SANI_2" " 588946 #CONF: 0.8522048662610243"
"ASCEN_2 COUPLE_1 ==> CATL_1 SANI_2" " 588946 #CONF: 0.9761460408593524"
"CATL_1 COUPLE_1 SEXE_1 ==> ASCEN_2" " 302289 #CONF: 0.872787275262813"
"ASCEN_2 COUPLE_1 SEXE_1 ==> CATL_1" " 302289 #CONF: 1.0"
"COUPLE_1 SEXE_1 ==> ASCEN_2 CATL_1" " 302289 #CONF: 0.8671639008017901"
"CATL_1 COUPLE_1 SEXE_2 ==> ASCEN_2" " 301049 #CONF: 0.8732740415854451"
"ASCEN_2 COUPLE_1 SEXE_2 ==> CATL_1" " 301049 #CONF: 1.0"
"COUPLE_1 SEXE_2 ==> ASCEN_2 CATL_1" " 301049 #CONF: 0.8698474980785567"
"CATL_1 COUPLE_1 STOCD_10 ==> ASCEN_2" " 429618 #CONF: 0.9424092727783238"
"ASCEN_2 COUPLE_1 STOCD_10 ==> CATL_1" " 429618 #CONF: 1.0"
"COUPLE_1 STOCD_10 ==> ASCEN_2 CATL_1" " 429618 #CONF: 0.9424092727783238"
"CATL_1 COUPLE_1 TACT_11 ==> ASCEN_2" " 343908 #CONF: 0.8820573849748521"
"ASCEN_2 COUPLE_1 TACT_11 ==> CATL_1" " 343908 #CONF: 1.0"
"COUPLE_1 TACT_11 ==> ASCEN_2 CATL_1" " 343908 #CONF: 0.8792992360322769"
"ASCEN_2 COUPLE_2 CS1_8 ==> CATL_1" " 327758 #CONF: 1.0"
"ASCEN_2 CATL_1 CS1_8 ==> COUPLE_2" " 327758 #CONF: 0.8562009378142919"
"ASCEN_2 CS1_8 ==> CATL_1 COUPLE_2" " 327758 #CONF: 0.8562009378142919"
"ASCEN_2 COUPLE_2 GARL_1 ==> CATL_1" " 387299 #CONF: 1.0"
"ASCEN_2 COUPLE_2 INAT_11 ==> CATL_1" " 551305 #CONF: 1.0"
"ASCEN_2 CATL_1 COUPLE_2 ==> INAT_11" " 551305 #CONF: 0.9180720162930077"
"ASCEN_2 COUPLE_2 ==> CATL_1 INAT_11" " 551305 #CONF: 0.9180720162930077"
"ASCEN_2 COUPLE_2 NA38_ZZ ==> CATL_1" " 451206 #CONF: 1.0"
"ASCEN_2 COUPLE_2 SANI_2 ==> CATL_1" " 580465 #CONF: 1.0"
"ASCEN_2 CATL_1 COUPLE_2 ==> SANI_2" " 580465 #CONF: 0.9666313074206124"
"ASCEN_2 COUPLE_2 ==> CATL_1 SANI_2" " 580465 #CONF: 0.9666313074206124"
"ASCEN_2 COUPLE_2 SEXE_2 ==> CATL_1" " 314095 #CONF: 1.0"
"CATL_1 COUPLE_2 STOCD_10 ==> ASCEN_2" " 313837 #CONF: 0.9171961305783675"
"ASCEN_2 COUPLE_2 STOCD_10 ==> CATL_1" " 313837 #CONF: 1.0"
"COUPLE_2 STOCD_10 ==> ASCEN_2 CATL_1" " 313837 #CONF: 0.9171961305783675"
"ASCEN_2 CS1_8 INAT_11 ==> CATL_1" " 340988 #CONF: 1.0"
"ASCEN_2 CATL_1 CS1_8 ==> INAT_11" " 340988 #CONF: 0.8907616149214352"
"ASCEN_2 CS1_8 ==> CATL_1 INAT_11" " 340988 #CONF: 0.8907616149214352"
"ASCEN_2 CS1_8 NA38_ZZ ==> CATL_1" " 382805 #CONF: 1.0"
"ASCEN_2 CATL_1 CS1_8 ==> NA38_ZZ" " 382805 #CONF: 1.0"
"ASCEN_2 CS1_8 ==> CATL_1 NA38_ZZ" " 382805 #CONF: 1.0"
"ASCEN_2 CS1_8 SANI_2 ==> CATL_1" " 370653 #CONF: 1.0"
"ASCEN_2 CATL_1 CS1_8 ==> SANI_2" " 370653 #CONF: 0.9682553780645499"
"ASCEN_2 CS1_8 ==> CATL_1 SANI_2" " 370653 #CONF: 0.9682553780645499"
"ASCEN_2 DIPL_15_A SANI_2 ==> CATL_1" " 305723 #CONF: 1.0"
"ASCEN_2 CATL_1 DIPL_15_A ==> SANI_2" " 305723 #CONF: 0.9614656452059275"
"ASCEN_2 DIPL_15_A ==> CATL_1 SANI_2" " 305723 #CONF: 0.9614656452059275"
"CATL_1 GARL_1 INAT_11 ==> ASCEN_2" " 783421 #CONF: 0.8773953011219697"
"ASCEN_2 GARL_1 INAT_11 ==> CATL_1" " 783421 #CONF: 1.0"
"ASCEN_2 CATL_1 GARL_1 ==> INAT_11" " 783421 #CONF: 0.9138215004747452"
"GARL_1 INAT_11 ==> ASCEN_2 CATL_1" " 783421 #CONF: 0.8773953011219697"
"ASCEN_2 GARL_1 ==> CATL_1 INAT_11" " 783421 #CONF: 0.9138215004747452"
"CATL_1 GARL_1 NA38_ZZ ==> ASCEN_2" " 492016 #CONF: 0.8724105586614962"
"ASCEN_2 GARL_1 NA38_ZZ ==> CATL_1" " 492016 #CONF: 1.0"
"GARL_1 NA38_ZZ ==> ASCEN_2 CATL_1" " 492016 #CONF: 0.8724105586614962"
"CATL_1 GARL_1 SANI_2 ==> ASCEN_2" " 839142 #CONF: 0.8710910047824042"
"ASCEN_2 GARL_1 SANI_2 ==> CATL_1" " 839142 #CONF: 1.0"
"ASCEN_2 CATL_1 GARL_1 ==> SANI_2" " 839142 #CONF: 0.9788172662608976"
"GARL_1 SANI_2 ==> ASCEN_2 CATL_1" " 839142 #CONF: 0.8710910047824042"
"CATL_1 GARL_1 ==> ASCEN_2 SANI_2" " 839142 #CONF: 0.8515577114326885"
"ASCEN_2 GARL_1 ==> CATL_1 SANI_2" " 839142 #CONF: 0.9788172662608976"
"GARL_1 ==> ASCEN_2 CATL_1 SANI_2" " 839142 #CONF: 0.8515577114326885"
"CATL_1 GARL_1 SEXE_1 ==> ASCEN_2" " 422969 #CONF: 0.8762401363968768"
"ASCEN_2 GARL_1 SEXE_1 ==> CATL_1" " 422969 #CONF: 1.0"
"GARL_1 SEXE_1 ==> ASCEN_2 CATL_1" " 422969 #CONF: 0.8762401363968768"
"CATL_1 GARL_1 SEXE_2 ==> ASCEN_2" " 434333 #CONF: 0.8639814923484865"
"ASCEN_2 GARL_1 SEXE_2 ==> CATL_1" " 434333 #CONF: 1.0"
"GARL_1 SEXE_2 ==> ASCEN_2 CATL_1" " 434333 #CONF: 0.8639814923484865"
"CATL_1 GARL_1 STOCD_10 ==> ASCEN_2" " 619554 #CONF: 0.9350544684010831"
"ASCEN_2 GARL_1 STOCD_10 ==> CATL_1" " 619554 #CONF: 1.0"
"GARL_1 STOCD_10 ==> ASCEN_2 CATL_1" " 619554 #CONF: 0.9350544684010831"
"CATL_1 GARL_1 TACT_11 ==> ASCEN_2" " 365286 #CONF: 0.8667424373646033"
"ASCEN_2 GARL_1 TACT_11 ==> CATL_1" " 365286 #CONF: 1.0"
"GARL_1 TACT_11 ==> ASCEN_2 CATL_1" " 365286 #CONF: 0.8667424373646033"
"ASCEN_2 GARL_2 SANI_2 ==> CATL_1" " 330269 #CONF: 1.0"
"ASCEN_2 CATL_1 GARL_2 ==> SANI_2" " 330269 #CONF: 0.9530500174583525"
"ASCEN_2 GARL_2 ==> CATL_1 SANI_2" " 330269 #CONF: 0.9530500174583525"
"ASCEN_2 INAT_11 NA38_ZZ ==> CATL_1" " 631186 #CONF: 1.0"
"ASCEN_2 CATL_1 NA38_ZZ ==> INAT_11" " 631186 #CONF: 0.8881987402833518"
"ASCEN_2 NA38_ZZ ==> CATL_1 INAT_11" " 631186 #CONF: 0.8881987402833518"
"CATL_1 INAT_11 NPERR_2 ==> ASCEN_2" " 329523 #CONF: 0.8568943324101884"
"ASCEN_2 INAT_11 NPERR_2 ==> CATL_1" " 329523 #CONF: 1.0"
"ASCEN_2 CATL_1 NPERR_2 ==> INAT_11" " 329523 #CONF: 0.9039171581401728"
"INAT_11 NPERR_2 ==> ASCEN_2 CATL_1" " 329523 #CONF: 0.8568943324101884"
"ASCEN_2 NPERR_2 ==> CATL_1 INAT_11" " 329523 #CONF: 0.9039171581401728"
"ASCEN_2 INAT_11 SANI_2 ==> CATL_1" " 1049023 #CONF: 1.0"
"ASCEN_2 CATL_1 SANI_2 ==> INAT_11" " 1049023 #CONF: 0.8970524477707154"
"ASCEN_2 CATL_1 INAT_11 ==> SANI_2" " 1049023 #CONF: 0.9750562108975247"
"ASCEN_2 SANI_2 ==> CATL_1 INAT_11" " 1049023 #CONF: 0.8970524477707154"
"ASCEN_2 INAT_11 ==> CATL_1 SANI_2" " 1049023 #CONF: 0.9750562108975247"
"ASCEN_2 CATL_1 ==> INAT_11 SANI_2" " 1049023 #CONF: 0.8713966379280985"
"ASCEN_2 ==> CATL_1 INAT_11 SANI_2" " 1049023 #CONF: 0.8713966379280985"
"CATL_1 INAT_11 SEXE_1 ==> ASCEN_2" " 526490 #CONF: 0.8579380741083549"
"ASCEN_2 INAT_11 SEXE_1 ==> CATL_1" " 526490 #CONF: 1.0"
"ASCEN_2 CATL_1 SEXE_1 ==> INAT_11" " 526490 #CONF: 0.8943310395670439"
"ASCEN_2 SEXE_1 ==> CATL_1 INAT_11" " 526490 #CONF: 0.8943310395670439"
"ASCEN_2 INAT_11 SEXE_2 ==> CATL_1" " 549369 #CONF: 1.0"
"ASCEN_2 CATL_1 SEXE_2 ==> INAT_11" " 549369 #CONF: 0.8930738168623932"
"ASCEN_2 SEXE_2 ==> CATL_1 INAT_11" " 549369 #CONF: 0.8930738168623932"
"CATL_1 INAT_11 STOCD_10 ==> ASCEN_2" " 684718 #CONF: 0.93464865942118"
"ASCEN_2 INAT_11 STOCD_10 ==> CATL_1" " 684718 #CONF: 1.0"
"ASCEN_2 CATL_1 STOCD_10 ==> INAT_11" " 684718 #CONF: 0.9209945457357877"
"INAT_11 STOCD_10 ==> ASCEN_2 CATL_1" " 684718 #CONF: 0.93464865942118"
"CATL_1 STOCD_10 ==> ASCEN_2 INAT_11" " 684718 #CONF: 0.8579974487558298"
"ASCEN_2 STOCD_10 ==> CATL_1 INAT_11" " 684718 #CONF: 0.9209945457357877"
"STOCD_10 ==> ASCEN_2 CATL_1 INAT_11" " 684718 #CONF: 0.8579974487558298"
"CATL_1 INAT_11 TACT_11 ==> ASCEN_2" " 444673 #CONF: 0.861996572740102"
"ASCEN_2 INAT_11 TACT_11 ==> CATL_1" " 444673 #CONF: 1.0"
"ASCEN_2 CATL_1 TACT_11 ==> INAT_11" " 444673 #CONF: 0.9015987266957959"
"INAT_11 TACT_11 ==> ASCEN_2 CATL_1" " 444673 #CONF: 0.8541663065004715"
"ASCEN_2 TACT_11 ==> CATL_1 INAT_11" " 444673 #CONF: 0.9015987266957959"
"ASCEN_2 NA38_ZZ SANI_2 ==> CATL_1" " 687995 #CONF: 1.0"
"ASCEN_2 CATL_1 NA38_ZZ ==> SANI_2" " 687995 #CONF: 0.9681398071586579"
"ASCEN_2 NA38_ZZ ==> CATL_1 SANI_2" " 687995 #CONF: 0.9681398071586579"
"ASCEN_2 NA38_ZZ SEXE_1 ==> CATL_1" " 330554 #CONF: 1.0"
"ASCEN_2 NA38_ZZ SEXE_2 ==> CATL_1" " 380082 #CONF: 1.0"
"CATL_1 NA38_ZZ STOCD_10 ==> ASCEN_2" " 428687 #CONF: 0.9305728612672846"
"ASCEN_2 NA38_ZZ STOCD_10 ==> CATL_1" " 428687 #CONF: 1.0"
"NA38_ZZ STOCD_10 ==> ASCEN_2 CATL_1" " 428687 #CONF: 0.9305728612672846"
"CATL_1 NBPI_5 SANI_2 ==> ASCEN_2" " 314455 #CONF: 0.9231516710115315"
"ASCEN_2 NBPI_5 SANI_2 ==> CATL_1" " 314455 #CONF: 1.0"
"ASCEN_2 CATL_1 NBPI_5 ==> SANI_2" " 314455 #CONF: 0.9780353760454346"
"NBPI_5 SANI_2 ==> ASCEN_2 CATL_1" " 314455 #CONF: 0.9231516710115315"
"CATL_1 NBPI_5 ==> ASCEN_2 SANI_2" " 314455 #CONF: 0.9009010299531579"
"ASCEN_2 NBPI_5 ==> CATL_1 SANI_2" " 314455 #CONF: 0.9780353760454346"
"NBPI_5 ==> ASCEN_2 CATL_1 SANI_2" " 314455 #CONF: 0.9009010299531579"
"ASCEN_2 NPERR_2 SANI_2 ==> CATL_1" " 355412 #CONF: 1.0"
"ASCEN_2 CATL_1 NPERR_2 ==> SANI_2" " 355412 #CONF: 0.9749334796324235"
"ASCEN_2 NPERR_2 ==> CATL_1 SANI_2" " 355412 #CONF: 0.9749334796324235"
"ASCEN_2 SANI_2 SEXE_1 ==> CATL_1" " 571118 #CONF: 1.0"
"ASCEN_2 CATL_1 SEXE_1 ==> SANI_2" " 571118 #CONF: 0.970139137790748"
"ASCEN_2 SEXE_1 ==> CATL_1 SANI_2" " 571118 #CONF: 0.970139137790748"
"ASCEN_2 SANI_2 SEXE_2 ==> CATL_1" " 598293 #CONF: 1.0"
"ASCEN_2 CATL_1 SEXE_2 ==> SANI_2" " 598293 #CONF: 0.9726064141079162"
"ASCEN_2 SEXE_2 ==> CATL_1 SANI_2" " 598293 #CONF: 0.9726064141079162"
"CATL_1 SANI_2 STOCD_10 ==> ASCEN_2" " 727729 #CONF: 0.9318962956133342"
"ASCEN_2 SANI_2 STOCD_10 ==> CATL_1" " 727729 #CONF: 1.0"
"ASCEN_2 CATL_1 STOCD_10 ==> SANI_2" " 727729 #CONF: 0.9788474083838296"
"SANI_2 STOCD_10 ==> ASCEN_2 CATL_1" " 727729 #CONF: 0.9318962956133342"
"CATL_1 STOCD_10 ==> ASCEN_2 SANI_2" " 727729 #CONF: 0.9118931083827668"
"ASCEN_2 STOCD_10 ==> CATL_1 SANI_2" " 727729 #CONF: 0.9788474083838296"
"STOCD_10 ==> ASCEN_2 CATL_1 SANI_2" " 727729 #CONF: 0.9118931083827668"
"CATL_1 SANI_2 SURF_5 ==> ASCEN_2" " 300432 #CONF: 0.8511665462581276"
"ASCEN_2 SANI_2 SURF_5 ==> CATL_1" " 300432 #CONF: 1.0"
"ASCEN_2 CATL_1 SURF_5 ==> SANI_2" " 300432 #CONF: 0.970936414316878"
"SANI_2 SURF_5 ==> ASCEN_2 CATL_1" " 300432 #CONF: 0.8511665462581276"
"ASCEN_2 SURF_5 ==> CATL_1 SANI_2" " 300432 #CONF: 0.970936414316878"
"CATL_1 SANI_2 SURF_7 ==> ASCEN_2" " 300138 #CONF: 0.9751230526811676"
"ASCEN_2 SANI_2 SURF_7 ==> CATL_1" " 300138 #CONF: 1.0"
"ASCEN_2 CATL_1 SURF_7 ==> SANI_2" " 300138 #CONF: 0.9873610105928021"
"SANI_2 SURF_7 ==> ASCEN_2 CATL_1" " 300138 #CONF: 0.9751230526811676"
"CATL_1 SURF_7 ==> ASCEN_2 SANI_2" " 300138 #CONF: 0.9625947318963056"
"ASCEN_2 SURF_7 ==> CATL_1 SANI_2" " 300138 #CONF: 0.9873610105928021"
"SURF_7 ==> ASCEN_2 CATL_1 SANI_2" " 300138 #CONF: 0.9625947318963056"
