itemset support
"CS1_7 NA38_ZZ NPERR_2 ==> CATL_1 TACT_21" " 174545 #CONF: 1.0"
"CATL_1 CS1_7 NPERR_2 ==> NA38_ZZ TACT_21" " 174545 #CONF: 1.0"
"CS1_7 NPERR_2 ==> CATL_1 NA38_ZZ TACT_21" " 174545 #CONF: 1.0"
"CS1_7 NA38_ZZ SANI_2 SEXE_2 ==> CATL_1" " 157653 #CONF: 1.0"
"CATL_1 CS1_7 SANI_2 SEXE_2 ==> NA38_ZZ" " 157653 #CONF: 1.0"
"CS1_7 SANI_2 SEXE_2 ==> CATL_1 NA38_ZZ" " 157653 #CONF: 1.0"
"CS1_7 NA38_ZZ SANI_2 STOCD_10 ==> CATL_1" " 212390 #CONF: 1.0"
"CATL_1 CS1_7 SANI_2 STOCD_10 ==> NA38_ZZ" " 212390 #CONF: 1.0"
"CS1_7 SANI_2 STOCD_10 ==> CATL_1 NA38_ZZ" " 212390 #CONF: 1.0"
"CS1_7 NA38_ZZ SANI_2 TACT_21 ==> CATL_1" " 292826 #CONF: 1.0"
"CATL_1 CS1_7 SANI_2 TACT_21 ==> NA38_ZZ" " 292826 #CONF: 1.0"
"CATL_1 CS1_7 NA38_ZZ SANI_2 ==> TACT_21" " 292826 #CONF: 1.0"
"CS1_7 SANI_2 TACT_21 ==> CATL_1 NA38_ZZ" " 292826 #CONF: 1.0"
"CS1_7 NA38_ZZ SANI_2 ==> CATL_1 TACT_21" " 292826 #CONF: 1.0"
"CATL_1 CS1_7 SANI_2 ==> NA38_ZZ TACT_21" " 292826 #CONF: 1.0"
"CS1_7 SANI_2 ==> CATL_1 NA38_ZZ TACT_21" " 292826 #CONF: 1.0"
"CATL_1 CS1_7 SEXE_2 TACT_21 ==> NA38_ZZ" " 161877 #CONF: 1.0"
"CATL_1 CS1_7 NA38_ZZ SEXE_2 ==> TACT_21" " 161877 #CONF: 1.0"
"CATL_1 CS1_7 SEXE_2 ==> NA38_ZZ TACT_21" " 161877 #CONF: 1.0"
"CS1_7 NA38_ZZ STOCD_10 TACT_21 ==> CATL_1" " 217786 #CONF: 1.0"
"CATL_1 CS1_7 STOCD_10 TACT_21 ==> NA38_ZZ" " 217786 #CONF: 1.0"
"CATL_1 CS1_7 NA38_ZZ STOCD_10 ==> TACT_21" " 217786 #CONF: 1.0"
"CS1_7 STOCD_10 TACT_21 ==> CATL_1 NA38_ZZ" " 217786 #CONF: 1.0"
"CS1_7 NA38_ZZ STOCD_10 ==> CATL_1 TACT_21" " 217786 #CONF: 1.0"
"CATL_1 CS1_7 STOCD_10 ==> NA38_ZZ TACT_21" " 217786 #CONF: 1.0"
"CS1_7 STOCD_10 ==> CATL_1 NA38_ZZ TACT_21" " 217786 #CONF: 1.0"
"CS1_7 NPERR_2 SANI_2 TACT_21 ==> CATL_1" " 170594 #CONF: 1.0"
"CATL_1 CS1_7 NPERR_2 SANI_2 ==> TACT_21" " 170594 #CONF: 1.0"
"CS1_7 NPERR_2 SANI_2 ==> CATL_1 TACT_21" " 170594 #CONF: 1.0"
"CS1_7 SANI_2 SEXE_2 TACT_21 ==> CATL_1" " 157653 #CONF: 1.0"
"CATL_1 CS1_7 SANI_2 SEXE_2 ==> TACT_21" " 157653 #CONF: 1.0"
"CS1_7 SANI_2 SEXE_2 ==> CATL_1 TACT_21" " 157653 #CONF: 1.0"
"CS1_7 SANI_2 STOCD_10 TACT_21 ==> CATL_1" " 212390 #CONF: 1.0"
"CATL_1 CS1_7 SANI_2 STOCD_10 ==> TACT_21" " 212390 #CONF: 1.0"
"CS1_7 SANI_2 STOCD_10 ==> CATL_1 TACT_21" " 212390 #CONF: 1.0"
"CS1_8 DIPL_15_Z GARL_1 INAT_11 ==> CATL_1" " 153379 #CONF: 1.0"
"CATL_1 DIPL_15_Z GARL_1 INAT_11 ==> CS1_8" " 153379 #CONF: 1.0"
"DIPL_15_Z GARL_1 INAT_11 ==> CATL_1 CS1_8" " 153379 #CONF: 1.0"
"CS1_8 DIPL_15_Z GARL_1 NA38_ZZ ==> CATL_1" " 161077 #CONF: 1.0"
"CATL_1 DIPL_15_Z GARL_1 NA38_ZZ ==> CS1_8" " 161077 #CONF: 1.0"
"CATL_1 CS1_8 DIPL_15_Z GARL_1 ==> NA38_ZZ" " 161077 #CONF: 1.0"
"DIPL_15_Z GARL_1 NA38_ZZ ==> CATL_1 CS1_8" " 161077 #CONF: 1.0"
"CS1_8 DIPL_15_Z GARL_1 ==> CATL_1 NA38_ZZ" " 161077 #CONF: 1.0"
"CATL_1 DIPL_15_Z GARL_1 ==> CS1_8 NA38_ZZ" " 161077 #CONF: 1.0"
"DIPL_15_Z GARL_1 ==> CATL_1 CS1_8 NA38_ZZ" " 161077 #CONF: 1.0"
"CS1_8 DIPL_15_Z GARL_1 SANI_2 ==> CATL_1" " 157412 #CONF: 1.0"
"CATL_1 DIPL_15_Z GARL_1 SANI_2 ==> CS1_8" " 157412 #CONF: 1.0"
"DIPL_15_Z GARL_1 SANI_2 ==> CATL_1 CS1_8" " 157412 #CONF: 1.0"
"CS1_8 DIPL_15_Z GARL_1 TACT_23 ==> CATL_1" " 161077 #CONF: 1.0"
"CATL_1 DIPL_15_Z GARL_1 TACT_23 ==> CS1_8" " 161077 #CONF: 1.0"
"CATL_1 CS1_8 GARL_1 TACT_23 ==> DIPL_15_Z" " 161077 #CONF: 1.0"
"CATL_1 CS1_8 DIPL_15_Z GARL_1 ==> TACT_23" " 161077 #CONF: 1.0"
"DIPL_15_Z GARL_1 TACT_23 ==> CATL_1 CS1_8" " 161077 #CONF: 1.0"
"CS1_8 GARL_1 TACT_23 ==> CATL_1 DIPL_15_Z" " 161077 #CONF: 1.0"
"CS1_8 DIPL_15_Z GARL_1 ==> CATL_1 TACT_23" " 161077 #CONF: 1.0"
"CATL_1 GARL_1 TACT_23 ==> CS1_8 DIPL_15_Z" " 161077 #CONF: 1.0"
"CATL_1 DIPL_15_Z GARL_1 ==> CS1_8 TACT_23" " 161077 #CONF: 1.0"
"GARL_1 TACT_23 ==> CATL_1 CS1_8 DIPL_15_Z" " 161077 #CONF: 1.0"
"DIPL_15_Z GARL_1 ==> CATL_1 CS1_8 TACT_23" " 161077 #CONF: 1.0"
"CS1_8 DIPL_15_Z INAT_11 MODV_11 ==> CATL_1" " 176565 #CONF: 1.0"
"CATL_1 DIPL_15_Z INAT_11 MODV_11 ==> CS1_8" " 176565 #CONF: 1.0"
"DIPL_15_Z INAT_11 MODV_11 ==> CATL_1 CS1_8" " 176565 #CONF: 1.0"
"CATL_1 DIPL_15_Z INAT_11 NA38_ZZ ==> CS1_8" " 220980 #CONF: 1.0"
"CATL_1 CS1_8 DIPL_15_Z INAT_11 ==> NA38_ZZ" " 220980 #CONF: 1.0"
"CATL_1 DIPL_15_Z INAT_11 ==> CS1_8 NA38_ZZ" " 220980 #CONF: 1.0"
"CS1_8 DIPL_15_Z INAT_11 SANI_2 ==> CATL_1" " 214719 #CONF: 1.0"
"CATL_1 DIPL_15_Z INAT_11 SANI_2 ==> CS1_8" " 214719 #CONF: 1.0"
"DIPL_15_Z INAT_11 SANI_2 ==> CATL_1 CS1_8" " 214719 #CONF: 1.0"
"CATL_1 DIPL_15_Z INAT_11 TACT_23 ==> CS1_8" " 220980 #CONF: 1.0"
"CATL_1 CS1_8 INAT_11 TACT_23 ==> DIPL_15_Z" " 220980 #CONF: 1.0"
"CATL_1 CS1_8 DIPL_15_Z INAT_11 ==> TACT_23" " 220980 #CONF: 1.0"
"CATL_1 INAT_11 TACT_23 ==> CS1_8 DIPL_15_Z" " 220980 #CONF: 1.0"
"CATL_1 DIPL_15_Z INAT_11 ==> CS1_8 TACT_23" " 220980 #CONF: 1.0"
"CS1_8 DIPL_15_Z MODV_11 NA38_ZZ ==> CATL_1" " 190714 #CONF: 1.0"
"CATL_1 DIPL_15_Z MODV_11 NA38_ZZ ==> CS1_8" " 190714 #CONF: 1.0"
"CATL_1 CS1_8 DIPL_15_Z MODV_11 ==> NA38_ZZ" " 190714 #CONF: 1.0"
"DIPL_15_Z MODV_11 NA38_ZZ ==> CATL_1 CS1_8" " 190714 #CONF: 1.0"
"CS1_8 DIPL_15_Z MODV_11 ==> CATL_1 NA38_ZZ" " 190714 #CONF: 1.0"
"CATL_1 DIPL_15_Z MODV_11 ==> CS1_8 NA38_ZZ" " 190714 #CONF: 1.0"
"DIPL_15_Z MODV_11 ==> CATL_1 CS1_8 NA38_ZZ" " 190714 #CONF: 1.0"
"CS1_8 DIPL_15_Z MODV_11 SANI_2 ==> CATL_1" " 184887 #CONF: 1.0"
"CATL_1 DIPL_15_Z MODV_11 SANI_2 ==> CS1_8" " 184887 #CONF: 1.0"
"DIPL_15_Z MODV_11 SANI_2 ==> CATL_1 CS1_8" " 184887 #CONF: 1.0"
"CS1_8 DIPL_15_Z MODV_11 TACT_23 ==> CATL_1" " 190714 #CONF: 1.0"
"CATL_1 DIPL_15_Z MODV_11 TACT_23 ==> CS1_8" " 190714 #CONF: 1.0"
"CATL_1 CS1_8 MODV_11 TACT_23 ==> DIPL_15_Z" " 190714 #CONF: 1.0"
"CATL_1 CS1_8 DIPL_15_Z MODV_11 ==> TACT_23" " 190714 #CONF: 1.0"
"DIPL_15_Z MODV_11 TACT_23 ==> CATL_1 CS1_8" " 190714 #CONF: 1.0"
"CS1_8 MODV_11 TACT_23 ==> CATL_1 DIPL_15_Z" " 190714 #CONF: 1.0"
"CS1_8 DIPL_15_Z MODV_11 ==> CATL_1 TACT_23" " 190714 #CONF: 1.0"
"CATL_1 MODV_11 TACT_23 ==> CS1_8 DIPL_15_Z" " 190714 #CONF: 1.0"
"CATL_1 DIPL_15_Z MODV_11 ==> CS1_8 TACT_23" " 190714 #CONF: 1.0"
"MODV_11 TACT_23 ==> CATL_1 CS1_8 DIPL_15_Z" " 190714 #CONF: 1.0"
"DIPL_15_Z MODV_11 ==> CATL_1 CS1_8 TACT_23" " 190714 #CONF: 1.0"
"CS1_8 DIPL_15_Z NA38_ZZ SANI_2 ==> CATL_1" " 232308 #CONF: 1.0"
"CATL_1 DIPL_15_Z NA38_ZZ SANI_2 ==> CS1_8" " 232308 #CONF: 1.0"
"CATL_1 CS1_8 DIPL_15_Z SANI_2 ==> NA38_ZZ" " 232308 #CONF: 1.0"
"DIPL_15_Z NA38_ZZ SANI_2 ==> CATL_1 CS1_8" " 232308 #CONF: 1.0"
"CS1_8 DIPL_15_Z SANI_2 ==> CATL_1 NA38_ZZ" " 232308 #CONF: 1.0"
"CATL_1 DIPL_15_Z SANI_2 ==> CS1_8 NA38_ZZ" " 232308 #CONF: 1.0"
"DIPL_15_Z SANI_2 ==> CATL_1 CS1_8 NA38_ZZ" " 232308 #CONF: 1.0"
"CATL_1 DIPL_15_Z NA38_ZZ TACT_23 ==> CS1_8" " 240119 #CONF: 1.0"
"CATL_1 CS1_8 NA38_ZZ TACT_23 ==> DIPL_15_Z" " 240119 #CONF: 1.0"
"CATL_1 CS1_8 DIPL_15_Z TACT_23 ==> NA38_ZZ" " 240119 #CONF: 1.0"
"CATL_1 CS1_8 DIPL_15_Z NA38_ZZ ==> TACT_23" " 240119 #CONF: 1.0"
"CATL_1 NA38_ZZ TACT_23 ==> CS1_8 DIPL_15_Z" " 240119 #CONF: 1.0"
"CATL_1 DIPL_15_Z TACT_23 ==> CS1_8 NA38_ZZ" " 240119 #CONF: 1.0"
"CATL_1 DIPL_15_Z NA38_ZZ ==> CS1_8 TACT_23" " 240119 #CONF: 1.0"
"CATL_1 CS1_8 TACT_23 ==> DIPL_15_Z NA38_ZZ" " 240119 #CONF: 1.0"
"CATL_1 CS1_8 DIPL_15_Z ==> NA38_ZZ TACT_23" " 240119 #CONF: 1.0"
"CATL_1 TACT_23 ==> CS1_8 DIPL_15_Z NA38_ZZ" " 240119 #CONF: 1.0"
"CATL_1 DIPL_15_Z ==> CS1_8 NA38_ZZ TACT_23" " 240119 #CONF: 1.0"
"CS1_8 DIPL_15_Z SANI_2 TACT_23 ==> CATL_1" " 232308 #CONF: 1.0"
"CATL_1 DIPL_15_Z SANI_2 TACT_23 ==> CS1_8" " 232308 #CONF: 1.0"
"CATL_1 CS1_8 SANI_2 TACT_23 ==> DIPL_15_Z" " 232308 #CONF: 1.0"
"CATL_1 CS1_8 DIPL_15_Z SANI_2 ==> TACT_23" " 232308 #CONF: 1.0"
"DIPL_15_Z SANI_2 TACT_23 ==> CATL_1 CS1_8" " 232308 #CONF: 1.0"
"CS1_8 SANI_2 TACT_23 ==> CATL_1 DIPL_15_Z" " 232308 #CONF: 1.0"
"CS1_8 DIPL_15_Z SANI_2 ==> CATL_1 TACT_23" " 232308 #CONF: 1.0"
"CATL_1 SANI_2 TACT_23 ==> CS1_8 DIPL_15_Z" " 232308 #CONF: 1.0"
"CATL_1 DIPL_15_Z SANI_2 ==> CS1_8 TACT_23" " 232308 #CONF: 1.0"
"SANI_2 TACT_23 ==> CATL_1 CS1_8 DIPL_15_Z" " 232308 #CONF: 1.0"
"DIPL_15_Z SANI_2 ==> CATL_1 CS1_8 TACT_23" " 232308 #CONF: 1.0"
"CS1_8 GARL_1 INAT_11 MODV_11 ==> CATL_1" " 179814 #CONF: 1.0"
"CS1_8 GARL_1 INAT_11 NA38_ZZ ==> CATL_1" " 265794 #CONF: 1.0"
"CATL_1 CS1_8 GARL_1 INAT_11 ==> NA38_ZZ" " 265794 #CONF: 1.0"
"CS1_8 GARL_1 INAT_11 ==> CATL_1 NA38_ZZ" " 265794 #CONF: 1.0"
"CS1_8 GARL_1 INAT_11 SANI_2 ==> CATL_1" " 260186 #CONF: 1.0"
"CS1_8 GARL_1 INAT_11 STOCD_10 ==> CATL_1" " 165027 #CONF: 1.0"
"CS1_8 GARL_1 INAT_11 TACT_23 ==> CATL_1" " 153379 #CONF: 1.0"
"CATL_1 GARL_1 INAT_11 TACT_23 ==> CS1_8" " 153379 #CONF: 1.0"
"GARL_1 INAT_11 TACT_23 ==> CATL_1 CS1_8" " 153379 #CONF: 1.0"
"CS1_8 GARL_1 MODV_11 NA38_ZZ ==> CATL_1" " 189518 #CONF: 1.0"
"CATL_1 CS1_8 GARL_1 MODV_11 ==> NA38_ZZ" " 189518 #CONF: 1.0"
"CS1_8 GARL_1 MODV_11 ==> CATL_1 NA38_ZZ" " 189518 #CONF: 1.0"
"CS1_8 GARL_1 MODV_11 SANI_2 ==> CATL_1" " 185429 #CONF: 1.0"
"CS1_8 GARL_1 NA38_ZZ SANI_2 ==> CATL_1" " 284354 #CONF: 1.0"
"CATL_1 CS1_8 GARL_1 SANI_2 ==> NA38_ZZ" " 284354 #CONF: 1.0"
"CS1_8 GARL_1 SANI_2 ==> CATL_1 NA38_ZZ" " 284354 #CONF: 1.0"
"CS1_8 GARL_1 NA38_ZZ SEXE_2 ==> CATL_1" " 160570 #CONF: 1.0"
"CATL_1 CS1_8 GARL_1 SEXE_2 ==> NA38_ZZ" " 160570 #CONF: 1.0"
"CS1_8 GARL_1 SEXE_2 ==> CATL_1 NA38_ZZ" " 160570 #CONF: 1.0"
"CS1_8 GARL_1 NA38_ZZ STOCD_10 ==> CATL_1" " 176328 #CONF: 1.0"
"CATL_1 CS1_8 GARL_1 STOCD_10 ==> NA38_ZZ" " 176328 #CONF: 1.0"
"CS1_8 GARL_1 STOCD_10 ==> CATL_1 NA38_ZZ" " 176328 #CONF: 1.0"
"CS1_8 GARL_1 NA38_ZZ TACT_23 ==> CATL_1" " 161077 #CONF: 1.0"
"CATL_1 GARL_1 NA38_ZZ TACT_23 ==> CS1_8" " 161077 #CONF: 1.0"
"CATL_1 CS1_8 GARL_1 TACT_23 ==> NA38_ZZ" " 161077 #CONF: 1.0"
"GARL_1 NA38_ZZ TACT_23 ==> CATL_1 CS1_8" " 161077 #CONF: 1.0"
"CS1_8 GARL_1 TACT_23 ==> CATL_1 NA38_ZZ" " 161077 #CONF: 1.0"
"CATL_1 GARL_1 TACT_23 ==> CS1_8 NA38_ZZ" " 161077 #CONF: 1.0"
"GARL_1 TACT_23 ==> CATL_1 CS1_8 NA38_ZZ" " 161077 #CONF: 1.0"
"CS1_8 GARL_1 SANI_2 SEXE_2 ==> CATL_1" " 156423 #CONF: 1.0"
"CS1_8 GARL_1 SANI_2 STOCD_10 ==> CATL_1" " 173188 #CONF: 1.0"
"CS1_8 GARL_1 SANI_2 TACT_23 ==> CATL_1" " 157412 #CONF: 1.0"
"CATL_1 GARL_1 SANI_2 TACT_23 ==> CS1_8" " 157412 #CONF: 1.0"
"GARL_1 SANI_2 TACT_23 ==> CATL_1 CS1_8" " 157412 #CONF: 1.0"
"CS1_8 GARL_2 NA38_ZZ SANI_2 ==> CATL_1" " 168196 #CONF: 1.0"
"CATL_1 CS1_8 GARL_2 SANI_2 ==> NA38_ZZ" " 168196 #CONF: 1.0"
"CS1_8 GARL_2 SANI_2 ==> CATL_1 NA38_ZZ" " 168196 #CONF: 1.0"
"CS1_8 INAT_11 MODV_11 NA38_ZZ ==> CATL_1" " 240535 #CONF: 1.0"
"CATL_1 CS1_8 INAT_11 MODV_11 ==> NA38_ZZ" " 240535 #CONF: 1.0"
"CS1_8 INAT_11 MODV_11 ==> CATL_1 NA38_ZZ" " 240535 #CONF: 1.0"
"CS1_8 INAT_11 MODV_11 SANI_2 ==> CATL_1" " 234284 #CONF: 1.0"
"CS1_8 INAT_11 MODV_11 STOCD_10 ==> CATL_1" " 150559 #CONF: 1.0"
"CS1_8 INAT_11 MODV_11 TACT_23 ==> CATL_1" " 176565 #CONF: 1.0"
"CATL_1 INAT_11 MODV_11 TACT_23 ==> CS1_8" " 176565 #CONF: 1.0"
"INAT_11 MODV_11 TACT_23 ==> CATL_1 CS1_8" " 176565 #CONF: 1.0"
"CS1_8 INAT_11 NA38_ZZ SANI_2 ==> CATL_1" " 394896 #CONF: 1.0"
"CATL_1 CS1_8 INAT_11 SANI_2 ==> NA38_ZZ" " 394896 #CONF: 1.0"
"CS1_8 INAT_11 SANI_2 ==> CATL_1 NA38_ZZ" " 394896 #CONF: 1.0"
"CATL_1 CS1_8 INAT_11 SEXE_1 ==> NA38_ZZ" " 187758 #CONF: 1.0"
"CATL_1 CS1_8 INAT_11 SEXE_2 ==> NA38_ZZ" " 219205 #CONF: 1.0"
"CS1_8 INAT_11 NA38_ZZ STOCD_10 ==> CATL_1" " 199776 #CONF: 1.0"
"CATL_1 CS1_8 INAT_11 STOCD_10 ==> NA38_ZZ" " 199776 #CONF: 1.0"
"CS1_8 INAT_11 STOCD_10 ==> CATL_1 NA38_ZZ" " 199776 #CONF: 1.0"
"CATL_1 INAT_11 NA38_ZZ TACT_23 ==> CS1_8" " 220980 #CONF: 1.0"
"CATL_1 CS1_8 INAT_11 TACT_23 ==> NA38_ZZ" " 220980 #CONF: 1.0"
"CATL_1 INAT_11 TACT_23 ==> CS1_8 NA38_ZZ" " 220980 #CONF: 1.0"
"CS1_8 INAT_11 SANI_2 SEXE_1 ==> CATL_1" " 182078 #CONF: 1.0"
"CS1_8 INAT_11 SANI_2 SEXE_2 ==> CATL_1" " 212818 #CONF: 1.0"
"CS1_8 INAT_11 SANI_2 STOCD_10 ==> CATL_1" " 195911 #CONF: 1.0"
"CS1_8 INAT_11 SANI_2 TACT_23 ==> CATL_1" " 214719 #CONF: 1.0"
"CATL_1 INAT_11 SANI_2 TACT_23 ==> CS1_8" " 214719 #CONF: 1.0"
"INAT_11 SANI_2 TACT_23 ==> CATL_1 CS1_8" " 214719 #CONF: 1.0"
"CS1_8 MODV_11 NA38_ZZ SANI_2 ==> CATL_1" " 253460 #CONF: 1.0"
"CATL_1 CS1_8 MODV_11 SANI_2 ==> NA38_ZZ" " 253460 #CONF: 1.0"
"CS1_8 MODV_11 SANI_2 ==> CATL_1 NA38_ZZ" " 253460 #CONF: 1.0"
"CS1_8 MODV_11 NA38_ZZ STOCD_10 ==> CATL_1" " 156267 #CONF: 1.0"
"CATL_1 CS1_8 MODV_11 STOCD_10 ==> NA38_ZZ" " 156267 #CONF: 1.0"
"CS1_8 MODV_11 STOCD_10 ==> CATL_1 NA38_ZZ" " 156267 #CONF: 1.0"
"CS1_8 MODV_11 NA38_ZZ TACT_23 ==> CATL_1" " 190714 #CONF: 1.0"
"CATL_1 MODV_11 NA38_ZZ TACT_23 ==> CS1_8" " 190714 #CONF: 1.0"
"CATL_1 CS1_8 MODV_11 TACT_23 ==> NA38_ZZ" " 190714 #CONF: 1.0"
"MODV_11 NA38_ZZ TACT_23 ==> CATL_1 CS1_8" " 190714 #CONF: 1.0"
"CS1_8 MODV_11 TACT_23 ==> CATL_1 NA38_ZZ" " 190714 #CONF: 1.0"
"CATL_1 MODV_11 TACT_23 ==> CS1_8 NA38_ZZ" " 190714 #CONF: 1.0"
"MODV_11 TACT_23 ==> CATL_1 CS1_8 NA38_ZZ" " 190714 #CONF: 1.0"
"CS1_8 MODV_11 SANI_2 STOCD_10 ==> CATL_1" " 153496 #CONF: 1.0"
"CS1_8 MODV_11 SANI_2 TACT_23 ==> CATL_1" " 184887 #CONF: 1.0"
"CATL_1 MODV_11 SANI_2 TACT_23 ==> CS1_8" " 184887 #CONF: 1.0"
"MODV_11 SANI_2 TACT_23 ==> CATL_1 CS1_8" " 184887 #CONF: 1.0"
"CS1_8 NA38_ZZ SANI_2 SEXE_1 ==> CATL_1" " 202628 #CONF: 1.0"
"CATL_1 CS1_8 SANI_2 SEXE_1 ==> NA38_ZZ" " 202628 #CONF: 1.0"
"CS1_8 SANI_2 SEXE_1 ==> CATL_1 NA38_ZZ" " 202628 #CONF: 1.0"
"CS1_8 NA38_ZZ SANI_2 SEXE_2 ==> CATL_1" " 249922 #CONF: 1.0"
"CATL_1 CS1_8 SANI_2 SEXE_2 ==> NA38_ZZ" " 249922 #CONF: 1.0"
"CS1_8 SANI_2 SEXE_2 ==> CATL_1 NA38_ZZ" " 249922 #CONF: 1.0"
"CS1_8 NA38_ZZ SANI_2 STOCD_10 ==> CATL_1" " 210186 #CONF: 1.0"
"CATL_1 CS1_8 SANI_2 STOCD_10 ==> NA38_ZZ" " 210186 #CONF: 1.0"
"CS1_8 SANI_2 STOCD_10 ==> CATL_1 NA38_ZZ" " 210186 #CONF: 1.0"
"CS1_8 NA38_ZZ SANI_2 TACT_23 ==> CATL_1" " 232308 #CONF: 1.0"
"CATL_1 NA38_ZZ SANI_2 TACT_23 ==> CS1_8" " 232308 #CONF: 1.0"
"CATL_1 CS1_8 SANI_2 TACT_23 ==> NA38_ZZ" " 232308 #CONF: 1.0"
"NA38_ZZ SANI_2 TACT_23 ==> CATL_1 CS1_8" " 232308 #CONF: 1.0"
"CS1_8 SANI_2 TACT_23 ==> CATL_1 NA38_ZZ" " 232308 #CONF: 1.0"
"CATL_1 SANI_2 TACT_23 ==> CS1_8 NA38_ZZ" " 232308 #CONF: 1.0"
"SANI_2 TACT_23 ==> CATL_1 CS1_8 NA38_ZZ" " 232308 #CONF: 1.0"
"DIPL_15_A GARL_1 INAT_11 NA38_ZZ ==> CATL_1" " 158652 #CONF: 1.0"
"DIPL_15_A GARL_1 INAT_11 SANI_2 ==> CATL_1" " 198451 #CONF: 1.0"
"DIPL_15_A GARL_1 NA38_ZZ SANI_2 ==> CATL_1" " 177796 #CONF: 1.0"
"DIPL_15_A GARL_1 SANI_2 STOCD_10 ==> CATL_1" " 155529 #CONF: 1.0"
"DIPL_15_A INAT_11 NA38_ZZ SANI_2 ==> CATL_1" " 232552 #CONF: 1.0"
"DIPL_15_A INAT_11 SANI_2 SEXE_2 ==> CATL_1" " 173501 #CONF: 1.0"
"DIPL_15_A INAT_11 SANI_2 STOCD_10 ==> CATL_1" " 168831 #CONF: 1.0"
"DIPL_15_A NA38_ZZ SANI_2 SEXE_2 ==> CATL_1" " 171141 #CONF: 1.0"
"DIPL_15_A NA38_ZZ SANI_2 STOCD_10 ==> CATL_1" " 153520 #CONF: 1.0"
"DIPL_15_B GARL_1 INAT_11 SANI_2 ==> CATL_1" " 199097 #CONF: 1.0"
"DIPL_15_B GARL_1 SANI_2 STOCD_10 ==> CATL_1" " 150442 #CONF: 1.0"
"DIPL_15_B INAT_11 SANI_2 SEXE_1 ==> CATL_1" " 151023 #CONF: 1.0"
"DIPL_15_B INAT_11 SANI_2 STOCD_10 ==> CATL_1" " 166249 #CONF: 1.0"
"DIPL_15_D GARL_1 INAT_11 SANI_2 ==> CATL_1" " 197567 #CONF: 1.0"
"DIPL_15_D GARL_1 INAT_11 TACT_11 ==> CATL_1" " 150668 #CONF: 1.0"
"DIPL_15_D GARL_1 SANI_2 STOCD_10 ==> CATL_1" " 153836 #CONF: 1.0"
"DIPL_15_D GARL_1 SANI_2 TACT_11 ==> CATL_1" " 162250 #CONF: 1.0"
"DIPL_15_D INAT_11 SANI_2 STOCD_10 ==> CATL_1" " 167236 #CONF: 1.0"
"DIPL_15_D INAT_11 SANI_2 TACT_11 ==> CATL_1" " 194308 #CONF: 1.0"
"DIPL_15_Z GARL_1 INAT_11 NA38_ZZ ==> CATL_1" " 153379 #CONF: 1.0"
"CATL_1 DIPL_15_Z GARL_1 INAT_11 ==> NA38_ZZ" " 153379 #CONF: 1.0"
"DIPL_15_Z GARL_1 INAT_11 ==> CATL_1 NA38_ZZ" " 153379 #CONF: 1.0"
"DIPL_15_Z GARL_1 INAT_11 SANI_2 ==> CATL_1" " 150309 #CONF: 1.0"
"DIPL_15_Z GARL_1 INAT_11 TACT_23 ==> CATL_1" " 153379 #CONF: 1.0"
"CATL_1 GARL_1 INAT_11 TACT_23 ==> DIPL_15_Z" " 153379 #CONF: 1.0"
"CATL_1 DIPL_15_Z GARL_1 INAT_11 ==> TACT_23" " 153379 #CONF: 1.0"
"GARL_1 INAT_11 TACT_23 ==> CATL_1 DIPL_15_Z" " 153379 #CONF: 1.0"
"DIPL_15_Z GARL_1 INAT_11 ==> CATL_1 TACT_23" " 153379 #CONF: 1.0"
"DIPL_15_Z GARL_1 NA38_ZZ SANI_2 ==> CATL_1" " 157412 #CONF: 1.0"
"CATL_1 DIPL_15_Z GARL_1 SANI_2 ==> NA38_ZZ" " 157412 #CONF: 1.0"
"DIPL_15_Z GARL_1 SANI_2 ==> CATL_1 NA38_ZZ" " 157412 #CONF: 1.0"
"DIPL_15_Z GARL_1 NA38_ZZ TACT_23 ==> CATL_1" " 161077 #CONF: 1.0"
"CATL_1 GARL_1 NA38_ZZ TACT_23 ==> DIPL_15_Z" " 161077 #CONF: 1.0"
"CATL_1 DIPL_15_Z GARL_1 TACT_23 ==> NA38_ZZ" " 161077 #CONF: 1.0"
"CATL_1 DIPL_15_Z GARL_1 NA38_ZZ ==> TACT_23" " 161077 #CONF: 1.0"
"GARL_1 NA38_ZZ TACT_23 ==> CATL_1 DIPL_15_Z" " 161077 #CONF: 1.0"
"DIPL_15_Z GARL_1 TACT_23 ==> CATL_1 NA38_ZZ" " 161077 #CONF: 1.0"
"DIPL_15_Z GARL_1 NA38_ZZ ==> CATL_1 TACT_23" " 161077 #CONF: 1.0"
"CATL_1 GARL_1 TACT_23 ==> DIPL_15_Z NA38_ZZ" " 161077 #CONF: 1.0"
"CATL_1 DIPL_15_Z GARL_1 ==> NA38_ZZ TACT_23" " 161077 #CONF: 1.0"
"GARL_1 TACT_23 ==> CATL_1 DIPL_15_Z NA38_ZZ" " 161077 #CONF: 1.0"
"DIPL_15_Z GARL_1 ==> CATL_1 NA38_ZZ TACT_23" " 161077 #CONF: 1.0"
"DIPL_15_Z GARL_1 SANI_2 TACT_23 ==> CATL_1" " 157412 #CONF: 1.0"
"CATL_1 GARL_1 SANI_2 TACT_23 ==> DIPL_15_Z" " 157412 #CONF: 1.0"
